order_id,order_date,region,state,city,category,sub_category,product_name,units,unit_price,discount_pct,sales,profit
1079,2024-11-05,East,Odisha,Bhubaneswar,Office Supplies,Ink & Toner,Canon Toner,1,2698.5,30,2698.5,739.78
1080,2023-07-02,West,Goa,Margao,Office Supplies,Stationery,A4 Paper Ream,2,2474.0,0,4948.0,1096.51
1081,2023-03-17,East,Bihar,Patna,Office Supplies,Printers,Canon Laser Printer,5,1619.4,40,8097.0,497.52
1082,2022-06-17,East,Assam,Dibrugarh,Clothing,Womenswear,Saree,5,1042.2,10,5211.0,1073.41
1083,2024-09-23,West,Maharashtra,Pune,Clothing,Footwear,Running Shoes,1,1236.6,10,1236.6,144.15
1084,2022-09-03,East,Odisha,Bhubaneswar,Clothing,Footwear,Sandals,2,3151.0,0,6302.0,890.64
1085,2022-03-28,East,West Bengal,Howrah,Clothing,Footwear,Formal Shoes,6,3568.0,0,21408.0,5827.81
1086,2022-12-18,East,Bihar,Patna,Clothing,Menswear,Jeans,4,3142.8,10,12571.2,2784.96
1087,2023-03-30,North,Delhi,New Delhi,Furniture,Chairs,Gaming Chair,6,16635.6,10,99813.6,9519.47
1088,2022-11-10,South,Telangana,Karimnagar,Clothing,Womenswear,Ethnic Set,6,1114.5,25,6687.0,439.37
1089,2023-07-17,West,Maharashtra,Nagpur,Clothing,Womenswear,Kurti,1,593.4,40,593.4,110.75
1090,2024-02-27,South,Tamil Nadu,Madurai,Furniture,Chairs,Wooden Dining Chair,4,12886.0,0,51544.0,12191.31
1091,2022-06-22,North,Delhi,New Delhi,Clothing,Womenswear,Saree,3,3058.3,15,9174.9,1891.37
1092,2023-11-17,South,Kerala,Kozhikode,Clothing,Womenswear,Dress,6,1196.8,15,7180.8,871.41
1093,2024-03-13,South,Karnataka,Hubballi,Clothing,Footwear,Formal Shoes,2,3214.0,0,6428.0,857.48
1094,2024-09-22,North,Uttar Pradesh,Lucknow,Office Supplies,Stationery,Notebook Bundle,5,6165.0,40,30825.0,4212.1
1095,2022-11-29,North,Punjab,Chandigarh,Clothing,Womenswear,Saree,4,4161.6,10,16646.4,2017.17
1096,2023-02-02,East,Assam,Dibrugarh,Clothing,Footwear,Sandals,4,1244.7,10,4978.8,308.69
1097,2024-11-22,West,Maharashtra,Pune,Office Supplies,Printers,HP Inkjet Printer,4,7541.0,0,30164.0,4386.64
1098,2024-03-22,North,Punjab,Chandigarh,Office Supplies,Stationery,A4 Paper Ream,3,2542.0,0,7626.0,884.48
1099,2024-08-25,North,Punjab,Ludhiana,Electronics,Mobile Phones,Samsung Galaxy A54,3,29012.8,20,87038.4,3095.62
1100,2023-08-14,South,Andhra Pradesh,Visakhapatnam,Clothing,Footwear,Sandals,4,4641.0,0,18564.0,3626.47
1101,2023-08-20,West,Gujarat,Vadodara,Clothing,Menswear,Formal Shirt,5,3294.9,30,16474.5,3803.55
1102,2024-11-05,East,Assam,Guwahati,Clothing,Womenswear,Dress,6,2766.6,10,16599.6,3628.28
1103,2023-11-12,West,Goa,Panaji,Clothing,Footwear,Formal Shoes,6,3999.0,0,23994.0,2819.1
1104,2022-03-27,West,Madhya Pradesh,Bhopal,Office Supplies,Stationery,Notebook Bundle,2,839.7,10,1679.4,132.05
1105,2024-01-24,East,Assam,Dibrugarh,Office Supplies,Stationery,Gel Pen Pack,6,8657.0,0,51942.0,11283.29
1106,2022-06-11,North,Rajasthan,Jodhpur,Office Supplies,Stationery,A4 Paper Ream,3,7082.25,5,21246.75,4433.05
1107,2023-12-21,West,Madhya Pradesh,Bhopal,Electronics,Mobile Phones,OnePlus 12R,3,28969.0,0,86907.0,3273.98
1108,2024-01-21,South,Kerala,Kochi,Clothing,Womenswear,Dress,4,3898.95,15,15595.8,2207.55
1109,2023-07-25,South,Andhra Pradesh,Visakhapatnam,Clothing,Footwear,Formal Shoes,5,3514.5,10,17572.5,4905.61
1110,2023-08-08,East,Odisha,Bhubaneswar,Furniture,Sofas,L-Shaped Sofa,2,7440.05,15,14880.1,3172.35
1111,2022-11-19,North,Haryana,Gurugram,Electronics,Laptops,HP Pavilion,2,43651.2,40,87302.4,6255.0
1112,2022-09-23,South,Andhra Pradesh,Guntur,Clothing,Footwear,Sandals,4,811.3,5,3245.2,888.04
1113,2022-06-01,West,Gujarat,Vadodara,Furniture,Tables,Coffee Table,5,10023.3,10,50116.5,4403.79
1114,2023-10-23,North,Haryana,Faridabad,Electronics,Accessories,Smart Watch,6,26383.2,40,158299.2,14988.86
1115,2024-10-26,North,Uttar Pradesh,Varanasi,Electronics,Mobile Phones,Samsung Galaxy A54,1,25612.8,40,25612.8,2803.55
1116,2024-10-16,West,Goa,Margao,Furniture,Storage,Bookshelf,4,5540.8,20,22163.2,3576.65
1117,2023-02-22,North,Haryana,Faridabad,Office Supplies,Printers,HP Inkjet Printer,3,4110.0,0,12330.0,1375.02
1118,2023-05-23,South,Karnataka,Mysuru,Clothing,Menswear,Jeans,3,3031.7,30,9095.1,1431.27
1119,2023-09-24,South,Tamil Nadu,Madurai,Clothing,Menswear,Jeans,5,1915.5,25,9577.5,1795.1
1120,2024-08-21,South,Andhra Pradesh,Tirupati,Furniture,Chairs,Wooden Dining Chair,3,26982.0,0,80946.0,14664.56
1121,2023-02-03,West,Maharashtra,Nashik,Clothing,Footwear,Formal Shoes,5,2954.6,15,14773.0,3439.54
1122,2023-11-26,West,Gujarat,Ahmedabad,Clothing,Footwear,Running Shoes,1,2233.5,25,2233.5,378.46
1123,2022-11-02,North,Haryana,Faridabad,Furniture,Storage,TV Unit,6,29337.0,30,176022.0,30352.91
1124,2023-09-06,South,Karnataka,Mysuru,Electronics,Televisions,"Samsung 50"" Crystal",3,6895.2,40,20685.6,2086.53
1125,2022-04-16,North,Rajasthan,Udaipur,Clothing,Menswear,Jeans,1,3282.7,15,3282.7,480.32
1126,2024-04-20,East,West Bengal,Siliguri,Furniture,Tables,Office Desk,3,35565.15,5,106695.45,16614.89
1127,2024-12-27,West,Goa,Margao,Furniture,Tables,Coffee Table,5,15962.4,10,79812.0,16661.17
1128,2024-09-28,West,Goa,Margao,Electronics,Televisions,"LG 55"" UHD",3,27198.0,0,81594.0,5588.45
1129,2024-09-08,West,Goa,Panaji,Electronics,Laptops,HP Pavilion,1,37579.0,0,37579.0,2925.98
1130,2024-08-25,North,Delhi,New Delhi,Clothing,Footwear,Formal Shoes,4,2588.0,0,10352.0,2679.36
1131,2023-04-21,South,Telangana,Warangal,Furniture,Sofas,L-Shaped Sofa,4,19773.0,10,79092.0,14286.49
1132,2023-11-18,East,Odisha,Cuttack,Office Supplies,Stationery,A4 Paper Ream,3,10232.45,5,30697.35,1634.31
1133,2023-11-22,North,Uttar Pradesh,Noida,Clothing,Footwear,Formal Shoes,1,1050.75,25,1050.75,130.74
1134,2023-05-24,East,Odisha,Cuttack,Office Supplies,Printers,Canon Laser Printer,5,9773.1,10,48865.5,3141.49
1135,2022-08-31,North,Punjab,Amritsar,Office Supplies,Ink & Toner,HP Ink Cartridge,6,9198.0,10,55188.0,14911.41
1136,2024-09-06,West,Madhya Pradesh,Bhopal,Furniture,Tables,Office Desk,5,31823.15,15,159115.75,10814.08
1137,2022-08-18,North,Rajasthan,Udaipur,Furniture,Tables,Coffee Table,5,6370.2,40,31851.0,5173.57
1138,2024-11-11,South,Tamil Nadu,Chennai,Clothing,Womenswear,Kurti,5,342.4,20,1712.0,185.8
1139,2022-05-30,West,Maharashtra,Mumbai,Electronics,Televisions,"Sony Bravia 43""",3,52352.35,15,157057.05,24972.06
1140,2024-02-23,East,Assam,Guwahati,Furniture,Chairs,Ergonomic Office Chair,2,37658.0,0,75316.0,16864.85
1141,2023-09-04,East,Assam,Guwahati,Furniture,Storage,Bookshelf,2,12281.6,20,24563.2,4702.19
1142,2022-02-02,South,Andhra Pradesh,Vijayawada,Clothing,Footwear,Sandals,6,2658.75,25,15952.5,1657.43
1143,2022-04-26,West,Gujarat,Vadodara,Office Supplies,Ink & Toner,Canon Toner,2,9869.4,10,19738.8,2864.47
1144,2023-07-18,North,Punjab,Amritsar,Clothing,Menswear,Casual T-Shirt,6,2928.0,20,17568.0,1481.33
1145,2024-02-10,East,Odisha,Bhubaneswar,Office Supplies,Ink & Toner,HP Ink Cartridge,4,4837.7,30,19350.8,3326.37
1146,2024-03-06,North,Haryana,Gurugram,Clothing,Womenswear,Kurti,5,2003.4,40,10017.0,1889.93
1147,2022-05-30,North,Punjab,Chandigarh,Office Supplies,Printers,HP Inkjet Printer,2,4797.6,40,9595.2,2032.9
1148,2023-10-21,East,Assam,Dibrugarh,Office Supplies,Printers,Canon Laser Printer,5,1500.25,15,7501.25,1952.55
1149,2024-01-30,South,Kerala,Kochi,Furniture,Sofas,L-Shaped Sofa,5,18993.25,15,94966.25,9772.43
1150,2023-05-19,West,Goa,Margao,Clothing,Womenswear,Saree,6,3545.25,25,21271.5,1964.02
1151,2022-05-01,South,Andhra Pradesh,Vijayawada,Clothing,Menswear,Jeans,1,3294.0,25,3294.0,447.44
1152,2024-09-16,South,Andhra Pradesh,Tirupati,Electronics,Mobile Phones,iPhone 14,5,43297.2,5,216486.0,7573.18
1153,2022-07-17,North,Uttar Pradesh,Varanasi,Office Supplies,Printers,Canon Laser Printer,1,6903.0,10,6903.0,1917.33
1154,2023-04-08,South,Andhra Pradesh,Vijayawada,Clothing,Womenswear,Ethnic Set,5,310.65,5,1553.25,107.2
1155,2023-11-10,South,Kerala,Kochi,Furniture,Tables,Office Desk,5,18689.4,10,93447.0,24001.08
1156,2022-03-09,West,Maharashtra,Pune,Furniture,Storage,Wardrobe 4-Door,3,31967.2,20,95901.6,19728.69
1157,2023-11-11,North,Delhi,Dwarka,Electronics,Mobile Phones,OnePlus 12R,2,15268.55,15,30537.1,737.4
1158,2024-07-11,West,Madhya Pradesh,Bhopal,Furniture,Storage,Wardrobe 4-Door,5,19151.0,0,95755.0,10689.47
1159,2022-11-12,West,Goa,Panaji,Electronics,Mobile Phones,iPhone 14,4,55175.0,0,220700.0,10204.03
1160,2024-07-08,East,West Bengal,Kolkata,Electronics,Accessories,Wireless Earbuds,5,40418.4,20,202092.0,15013.81
1161,2023-05-13,North,Punjab,Chandigarh,Furniture,Chairs,Gaming Chair,3,10050.4,20,30151.2,3421.29
1162,2023-09-06,South,Karnataka,Mysuru,Furniture,Storage,TV Unit,5,29705.4,10,148527.0,7657.53
1163,2024-03-21,East,Bihar,Gaya,Office Supplies,Printers,HP Inkjet Printer,3,8655.75,25,25967.25,3174.81
1164,2023-08-20,East,Odisha,Cuttack,Clothing,Womenswear,Ethnic Set,3,4483.05,5,13449.15,2781.2
1165,2023-03-06,West,Maharashtra,Nashik,Clothing,Menswear,Casual T-Shirt,2,2972.8,20,5945.6,398.43
1166,2024-09-08,East,West Bengal,Howrah,Electronics,Mobile Phones,Redmi Note 13,6,32718.6,40,196311.6,30959.35
1167,2024-05-31,South,Karnataka,Bengaluru,Furniture,Storage,Bookshelf,4,39494.35,5,157977.4,20433.19
1168,2022-02-20,West,Madhya Pradesh,Indore,Electronics,Laptops,Lenovo IdeaPad,3,39724.5,25,119173.5,8194.61
1169,2022-07-19,East,Bihar,Patna,Office Supplies,Stationery,Notebook Bundle,1,10227.7,5,10227.7,2698.91
1170,2023-05-15,North,Haryana,Faridabad,Clothing,Menswear,Sherwani,6,3032.0,20,18192.0,1031.75
1171,2023-02-09,East,Assam,Guwahati,Furniture,Tables,Coffee Table,6,38795.15,5,232770.9,31222.12
1172,2023-02-08,West,Madhya Pradesh,Bhopal,Clothing,Footwear,Formal Shoes,5,2400.0,40,12000.0,1076.18
1173,2023-10-04,West,Maharashtra,Pune,Office Supplies,Ink & Toner,HP Ink Cartridge,5,5952.6,40,29763.0,4114.83
1174,2023-01-16,North,Rajasthan,Jaipur,Clothing,Womenswear,Saree,2,585.65,15,1171.3,314.99
1175,2024-09-19,East,Assam,Dibrugarh,Clothing,Womenswear,Ethnic Set,4,451.8,10,1807.2,211.77
1176,2023-07-17,West,Gujarat,Surat,Clothing,Footwear,Sandals,1,2278.5,30,2278.5,545.02
1177,2024-06-22,East,West Bengal,Siliguri,Furniture,Chairs,Ergonomic Office Chair,4,25844.0,0,103376.0,23610.59
1178,2023-05-01,West,Madhya Pradesh,Indore,Furniture,Tables,Dining Table 6-Seater,1,35988.85,5,35988.85,4478.46
1179,2023-08-23,West,Maharashtra,Pune,Clothing,Menswear,Casual T-Shirt,6,1230.8,15,7384.8,1776.42
1180,2024-03-15,West,Madhya Pradesh,Bhopal,Clothing,Menswear,Formal Shirt,4,3610.8,15,14443.2,2655.38
1181,2024-12-30,East,Odisha,Cuttack,Office Supplies,Printers,Canon Laser Printer,3,8101.0,0,24303.0,1471.96
1182,2024-07-30,North,Punjab,Ludhiana,Electronics,Televisions,"Sony Bravia 43""",6,25290.0,0,151740.0,16940.6
1183,2023-05-28,North,Delhi,Dwarka,Office Supplies,Ink & Toner,HP Ink Cartridge,4,125.25,25,501.0,34.03
1184,2023-04-09,East,West Bengal,Kolkata,Office Supplies,Stationery,Gel Pen Pack,6,1048.0,20,6288.0,443.59
1185,2022-07-29,West,Goa,Panaji,Clothing,Menswear,Jeans,1,1195.5,25,1195.5,156.34
1186,2022-11-07,East,Odisha,Bhubaneswar,Electronics,Laptops,Dell Inspiron 15,5,55418.25,5,277091.25,15154.15
1187,2022-06-22,West,Maharashtra,Nagpur,Furniture,Tables,Office Desk,4,5260.8,20,21043.2,1597.83
1188,2024-10-20,South,Kerala,Kochi,Office Supplies,Printers,HP Inkjet Printer,4,6825.75,25,27303.0,7358.82
1189,2022-05-30,South,Andhra Pradesh,Guntur,Furniture,Sofas,3-Seater Fabric Sofa,4,17420.0,20,69680.0,10272.39
1190,2024-04-03,North,Haryana,Gurugram,Office Supplies,Stationery,Notebook Bundle,2,3301.8,40,6603.6,1293.56
1191,2022-05-16,East,Odisha,Bhubaneswar,Furniture,Sofas,L-Shaped Sofa,1,38814.3,10,38814.3,7887.0
1192,2022-12-26,North,Delhi,New Delhi,Clothing,Womenswear,Dress,2,1217.0,0,2434.0,309.25
1193,2024-05-29,South,Karnataka,Hubballi,Electronics,Televisions,"LG 55"" UHD",5,52441.9,5,262209.5,18741.76
1194,2022-08-25,South,Andhra Pradesh,Vijayawada,Furniture,Sofas,L-Shaped Sofa,3,8984.5,30,26953.5,6326.43
1195,2024-05-08,North,Punjab,Amritsar,Office Supplies,Printers,HP Inkjet Printer,5,7956.25,5,39781.25,4031.14
1196,2024-04-01,East,Bihar,Gaya,Office Supplies,Stationery,Notebook Bundle,4,2062.2,40,8248.8,1900.83
1197,2023-05-12,East,Odisha,Bhubaneswar,Furniture,Sofas,L-Shaped Sofa,1,32716.5,15,32716.5,1646.83
1198,2023-09-22,North,Punjab,Ludhiana,Electronics,Laptops,Lenovo IdeaPad,1,11690.9,15,11690.9,984.19
1199,2022-06-23,North,Punjab,Chandigarh,Electronics,Televisions,"Samsung 50"" Crystal",2,31227.2,20,62454.4,7375.96
1200,2023-10-31,West,Gujarat,Ahmedabad,Furniture,Tables,Office Desk,1,7443.0,25,7443.0,909.74
1201,2022-09-05,North,Punjab,Ludhiana,Clothing,Womenswear,Kurti,1,522.0,10,522.0,126.46
1202,2023-11-03,North,Haryana,Faridabad,Electronics,Accessories,Bluetooth Speaker,2,8451.1,30,16902.2,929.27
1203,2024-08-04,North,Delhi,New Delhi,Electronics,Laptops,HP Pavilion,2,36303.0,40,72606.0,7409.92
1204,2022-06-03,South,Telangana,Karimnagar,Clothing,Menswear,Formal Shirt,3,630.8,5,1892.4,496.85
1205,2024-03-19,East,Assam,Guwahati,Office Supplies,Stationery,A4 Paper Ream,3,1551.0,40,4653.0,895.29
1206,2023-05-19,East,Assam,Dibrugarh,Electronics,Mobile Phones,iPhone 14,4,23388.3,10,93553.2,10132.34
1207,2024-01-06,East,Bihar,Gaya,Clothing,Womenswear,Saree,1,441.0,10,441.0,27.99
1208,2024-08-24,North,Uttar Pradesh,Lucknow,Furniture,Tables,Coffee Table,5,14772.15,15,73860.75,19580.29
1209,2022-12-22,West,Goa,Panaji,Office Supplies,Ink & Toner,HP Ink Cartridge,5,8580.4,5,42902.0,6984.46
1210,2022-07-04,North,Delhi,Dwarka,Electronics,Accessories,Smart Watch,2,52663.0,0,105326.0,4284.63
1211,2022-10-18,West,Maharashtra,Nagpur,Clothing,Footwear,Running Shoes,3,1232.0,20,3696.0,857.93
1212,2024-09-24,North,Rajasthan,Udaipur,Office Supplies,Stationery,Notebook Bundle,5,4917.2,5,24586.0,2234.2
1213,2022-03-08,West,Gujarat,Vadodara,Electronics,Televisions,"Sony Bravia 43""",3,17288.1,5,51864.3,5656.64
1214,2023-11-19,West,Gujarat,Ahmedabad,Electronics,Accessories,Bluetooth Speaker,1,6533.6,20,6533.6,1017.11
1215,2024-04-27,East,Bihar,Gaya,Electronics,Televisions,"Samsung 50"" Crystal",6,37567.0,0,225402.0,13814.26
1216,2023-10-15,South,Andhra Pradesh,Guntur,Furniture,Storage,Wardrobe 4-Door,6,23310.6,40,139863.6,38688.16
1217,2024-09-15,East,Odisha,Cuttack,Furniture,Sofas,3-Seater Fabric Sofa,3,10815.0,30,32445.0,3601.75
1218,2023-07-31,South,Andhra Pradesh,Tirupati,Clothing,Menswear,Formal Shirt,3,1597.2,40,4791.6,768.93
1219,2022-07-18,North,Haryana,Gurugram,Clothing,Menswear,Casual T-Shirt,4,2420.0,0,9680.0,1913.05
1220,2024-03-04,East,Bihar,Patna,Clothing,Menswear,Casual T-Shirt,4,1470.0,40,5880.0,377.36
1221,2022-07-18,West,Madhya Pradesh,Indore,Electronics,Televisions,"Samsung 50"" Crystal",4,63212.4,10,252849.6,7851.92
1222,2022-03-13,North,Delhi,Dwarka,Furniture,Tables,Dining Table 6-Seater,2,4636.8,20,9273.6,894.36
